Rang.Sistem,Rang.Pakar,Preccsion,Recall,F-Measure
"kristin anggar kusuma, bertempat tinggal di cluster la valleta lv 7, nomor 16, kota modern, kota tangerang, dalam hal ini memberi kuasa kepada arbanigo colia, s.h., dan kawan, para advokat pada kantor hukum arbanigo s. colia & partners, beralamat di jalan raya harapan kita, nomor 1/blok e2, nomor 1, kelapa dua, kabupaten tangerang, berdasarkan surat kuasa khusus tanggal 29 juli 2020; termohon kasasi;","kristin anggar kusuma, bertempat tinggal di cluster la valleta lv 7, nomor 16, kota modern, kota tangerang, dalam hal ini memberi kuasa kepada arbanigo colia, s.h., dan kawan, para advokat pada kantor hukum arbanigo s. colia & partners, beralamat di jalan raya harapan kita, nomor 1/blok e2, nomor 1, kelapa dua, kabupaten tangerang sebagai termohon kasasi/penggugat.",0.966,0.875,0.918
"zulkifli, bertempat tinggal di jalan batu laweh, rt 002 rw 003, kelurahan tanjung paku, kecamatan tanjung harapan, kota solok, provinsi sumatera barat, dalam hal ini memberi kuasa kepada sahnan sahuri siregar, s.h., m.h., dan kawan- kawan, para advokat pada rumah bantuan hukum, beralamat di jalan bandar purus, nomor 52, padang, sumatera barat, berdasarkan surat kuasa khusus tanggal 27 desember 2019; termohon kasasi;","zulkifli, bertempat tinggal di jalan batu laweh, rt 002 rw 003, kelurahan tanjung paku, kecamatan tanjung harapan, kota solok, provinsi sumatera barat, dalam hal ini memberi kuasa kepada sahnan sahuri siregar, s.h., m.h., dan kawankawan, para advokat pada rumah bantuan hukum, beralamat di jalan bandar purus, nomor 52, padang, sumatera barat sebagai termohon kasasi.",0.964,0.844,0.900
"rissa irvanti, bertempat tinggal di sambiroto v, rt. 005, rw. 002, kelurahan sambiroto, kecamatan tembalang, kota semarang, dalam hal ini memberi kuasa kepada rezky tamelah, s.h., m.h. dan kawan-kawan, para advokat, beralamat di jalan singosari iv, nomor 14, semarang, jawa tengah, berdasarkan surat kuasa khusus tanggal 11 oktober 2019; termohon kasasi/penggugat; mahkamah agung tersebut;","rissa irvanti, bertempat tinggal di sambiroto v, rt. 005, rw. 002, kelurahan sambiroto, kecamatan tembalang, kota semarang, dalam hal ini memberi kuasa kepada rezky tamelah, s.h., m.h. dan kawan-kawan, para advokat, beralamat di jalan singosari iv, nomor 14, semarang, jawa tengah sebagai termohon kasasi/penggugat.",0.979,0.810,0.887
"wawan, warga negara indonesia, bertempat tinggal di lorong ariodilah, nomor 2301, rt. 031, rw. 010, kelurahan 20 ilir d iv, kecamatan ilir timur i, kota palembang, dalam hal ini memberi kuasa kepada hermawan, s.h., dan kawan, para advokat, beralamat di jalan sersan sani, lorong kandis ii, nomor 901, rt. 12, rw. 04, kelurahan talang aman, kecamatan kemuning, kota palembang, berdasarkan surat kuasa khusus tanggal 27 februari 2020; termohon kasasi/penggugat; mahkamah agung tersebut;","wawan, bertempat tinggal di lorong ariodilah, nomor 2301, rt. 031, rw. 010, kelurahan 20 ilir d iv, kecamatan ilir timur i, kota palembang, dalam hal ini memberi kuasa kepada hermawan, s.h., dan kawan, para advokat, beralamat di jalan sersan sani, lorong kandis ii, nomor 901, rt. 12, rw. 04, kelurahan talang aman, kecamatan kemuning, kota palembang sebagai temohon kasasi/penggugat.",0.967,0.797,0.874
"pt global terminal marunda, berkedudukan di kawasan berikat nusantara (kbn) marunda, jalan ujung pandang, blok c.01-03 dan 04, cilincing, jakarta utara, diwakili oleh husaini sanny selaku direktur, dalam hal ini memberikan kuasa kepada ujang efendi, s.h., advokat, beralamat di jalan terusan i gusti ngurah rai, ruko g.7, nomor 7, pondok kopi, jakarta timur berdasarkan surat kuasa khusus tanggal 5 maret 2020; termohon kasasi/tergugat; mahkamah agung tersebut;","pt global terminal marunda, berkedudukan di kawasan berikat nusantara (kbn) marunda, jalan ujung pandang, blok c.01-03 dan 04, cilincing, jakarta utara, diwakili oleh husaini sanny selaku direktur, dalam hal ini memberikan kuasa kepada ujang efendi, s.h., advokat, beralamat di jalan terusan i gusti ngurah rai, ruko g.7, nomor 7, pondok kopi, jakarta timur sebagai termohon kasasi/tergugat.",0.984,0.845,0.909
"pt global terminal marunda, berkedudukan di kawasan berikat nusantara (kbn) marunda, jalan ujung pandang, blok c.01-03 dan 04, cilincing, jakarta utara, diwakili oleh husaini sanny selaku direktur, dalam hal ini memberikan kuasa kepada ujang efendi, s.h., advokat, beralamat di jalan terusan i gusti ngurah rai, ruko g.7, nomor 7, pondok kopi, jakarta timur berdasarkan surat kuasa khusus tanggal 5 maret 2020; termohon kasasi/tergugat; mahkamah agung tersebut;","pt global terminal marunda, berkedudukan di kawasan berikat nusantara (kbn) marunda, jalan ujung pandang, blok c.01-03 dan 04, cilincing, jakarta utara, diwakili oleh husaini sanny selaku direktur, dalam hal ini memberikan kuasa kepada ujang efendi, s.h., advokat, beralamat di jalan terusan i gusti ngurah rai, ruko g.7, nomor 7, pondok kopi, jakarta timur sebagai termohon kasasi/tergugat.",0.984,0.845,0.909
"sri nurhanifah, warga negara indonesia, bertempat tinggal di kampung salamnunggal, rt 03, rw 06, kelurahan salamnunggal, kecamatan leles, kabupaten garut, dalam hal ini memberikan kuasa kepada mangiring ts. sibagariang, s.h., dan kawan-kawan, para advokat, berkantor di jalan lodaya nomor 40 a, bandung, provinsi jawa barat, berdasarkan surat kuasa khusus tanggal 9 april 2020; termohon kasasi;","sri nurhanifah bertempat tinggal di kampung salamnunggal, rt 03, rw 06, kelurahan salamnunggal, kecamatan leles, kabupaten garut, dalam hal ini memberikan kuasa kepada mangiring ts. sibagariang, s.h., dan kawan-kawan, para advokat, berkantor di jalan lodaya nomor 40 a, bandung, provinsi jawa sebagai termohon kasasi.",0.978,0.789,0.874
"sri nurhanifah, warga negara indonesia, bertempat tinggal di kampung salamnunggal, rt 03, rw 06, kelurahan salamnunggal, kecamatan leles, kabupaten garut, dalam hal ini memberikan kuasa kepada mangiring ts. sibagariang, s.h., dan kawan-kawan, para advokat, berkantor di jalan lodaya nomor 40 a, bandung, provinsi jawa barat, berdasarkan surat kuasa khusus tanggal 9 april 2020; termohon kasasi;","sri nurhanifah bertempat tinggal di kampung salamnunggal, rt 03, rw 06, kelurahan salamnunggal, kecamatan leles, kabupaten garut, dalam hal ini memberikan kuasa kepada mangiring ts. sibagariang, s.h., dan kawan-kawan, para advokat, berkantor di jalan lodaya nomor 40 a, bandung, provinsi jawa sebagai termohon kasasi.",0.978,0.789,0.874
"suryanto, hrd pt security phisik dinamika, berkedudukan di jalan bina marga, nomor 30, kelurahan sanja, kecamatan citeureup, bogor; termohon kasasi; mahkamah agung tersebut;","suryanto, hrd pt security phisik dinamika, berkedudukan di jalan bina marga, nomor 30, kelurahan sanja, kecamatan citeureup, bogor sebagai termohon kasasi.",0.952,0.870,0.909
"ya’aro lahagu, bertempat tinggal di dusun vii nubika jaya, desa tanjung selamat, kecamatan kampung rakyat, kabupaten labuhan batu selatan, dalam hal ini memberikan kuasanya kepada pris madani, s.h., m.kn. dan kawan-kawan, para advokat, berdasarkan surat kuasa khusus tanggal 27 maret 2020; termohon kasasi/penggugat; mahkamah agung tersebut;","ya’aro lahagu, bertempat tinggal di dusun vii nubika jaya, desa tanjung selamat, kecamatan kampung rakyat, kabupaten labuhan batu selatan, dalam hal ini memberikan kuasanya kepada pris madani, s.h., m.kn. dan kawan-kawan, para advokat sebagai termohon kasasi/penggugat.",0.976,0.784,0.870
"rizads amri, kewarganegaraan indonesia, bertempat tinggal di kampung babakan rukun tetangga 005, rukun warga 006, kelurahan lenteng agung kecamatan jagakarsa, jakarta selatan, dalam hal ini memberi kuasa kepada t. bintang s. el tamrin, s.h., dan kawan kawan, para advokat pada kantor hukum bintang & partners, beralamat di di komplek departemen agama jalan palapa raya nomor 5c kedoya selatan, kebon jeruk, jakarta barat; termohon kasasi; mahkamah agung tersebut;","rizads amri, kewarganegaraan indonesia, bertempat tinggal di kampung babakan rukun tetangga 005, rukun warga 006, kelurahan lenteng agung kecamatan jagakarsa, jakarta selatan, dalam hal ini memberi kuasa kepada t. bintang s. el tamrin, s.h., dan kawan kawan, para advokat pada kantor hukum bintang & partners, beralamat di di komplek departemen agama jalan palapa raya nomor 5c kedoya selatan, kebon jeruk, jakarta barat sebagai termohon kasasi.",0.985,0.955,0.970
"pimpinan pt wom finance cabang genteng, yang diwakili para direktur simon tan kian bing, dan kawan, berkedudukan di jalan k.h. wahid hasyim, nomor 8, kelurahan genteng kulon, kecamatan genteng, kabupaten banyuwangi, dalam hal ini memberi kuasa kepada anang ludy puspawan, dan kawan-kawan, para pegawai pada pt wahana ottomitra multiartha tbk., berdasarkan surat kuasa khusus tanggal 18 september 2018; termohon kasasi; mahkamah agung tersebut;","pimpinan pt wom finance cabang genteng, yang diwakili para direktur simon tan kian bing, dan kawan, berkedudukan di jalan k.h. wahid hasyim, nomor 8, kelurahan genteng kulon, kecamatan genteng, kabupaten banyuwangi, dalam hal ini memberi kuasa kepada anang ludy puspawan, dan kawan-kawan, para pegawai pada pt wahana ottomitra multiartha tbk., sebagai termohon kasasi.",0.982,0.831,0.900
"non drakel, s.e, m.pd, kewarganegaraan indonesia, bertempat tinggal di itokici rt 003 rw 001 kelurahan jiko cobo tidore timur kota tidore kepulauan provinsi maluku utara; termohon kasasi;","non drakel, s.e, m.pd, kewarganegaraan indonesia, bertempat tinggal di itokici rt 003 rw 001 kelurahan jiko cobo tidore timur kota tidore kepulauan provinsi maluku utara sebagai termohon kasasi.",0.967,1.000,0.983
"pt usaha karya bina mandiri (ukabima group), perseroan terbatas, beralamat di jalan darmawangsa iii /wijaya ii blok f nomor 6 jakarta selatan, yang diwakili oleh paula setiadi selaku presiden direktur, dalam hal ini memberi kuasa kepada filipus arya sembadastyo, s.h., m.h., dan kawan kawan, para advokat pada firma hukum kuala mithra, beralamat di plaza kuningan menara selatan lantai 9-11 unit kun 11-04 jalan h.r. rasuna said kav c11-14 karet kuningan setiabudi jakarta selatan, berdasarkan surat kuasa khusus tanggal 14 februari 2020; termohon kasasi;","pt usaha karya bina mandiri (ukabima group) perseroan terbatas, beralamat di jalan darmawangsa iii /wijaya ii blok f nomor 6 jakarta selatan, yang diwakili oleh paula setiadi selaku presiden direktur, dalam hal ini memberi kuasa kepada filipus arya sembadastyo, s.h., m.h., dan kawan kawan, para advokat pada firma hukum kuala mithra, beralamat di plaza kuningan menara selatan lantai 9-11 unit kun 11-04 jalan h.r. rasuna said kav c11-14 karet kuningan setiabudi jakarta selatan, sebagai termohon kasasi.",0.988,0.910,0.947
"pt. central mandiri cemerlang, berkedudukan di jalan gambir pasar viii, nomor 39, desa tembung, kecamatan percut sei tuan, kabupaten deli serdang, diwakili oleh direktur utama, rudy hendrawan, dalam hal ini memberikan kuasa kepada eddy nur, s.h., dan kawan- kawan, personalia pada pt. central mandiri cemerlang, berkantor di jalan gambir pasar viii, nomor 39, desa tembung, kecamatan percut sei tuan, kabupaten deli serdang, berdasarkan surat kuasa khusus tanggal 7 april 2020; termohon kasasi/tergugat; mahkamah agung tersebut;","pt. central mandiri cemerlang, berkedudukan di jalan gambir pasar viii, nomor 39, desa tembung, kecamatan percut sei tuan, kabupaten deli serdang, diwakili oleh direktur utama, rudy hendrawan, dalam hal ini memberikan kuasa kepada eddy nur, s.h., dan kawan-kawan, personalia pada pt. central mandiri cemerlang, berkantor di jalan gambir pasar viii, nomor 39, desa tembung, kecamatan percut sei tuan, kabupaten deli serdang sebagai termohon kasasi/tergugat.",0.985,0.857,0.917
